tp_size,batch_size,prompt_tokens,output_tokens,ttft_mean_ms,tpot_mean_ms,kv_length
1,24,1024,1,8462.775,0,0
1,24,1536,1,12725.051,0,0
1,24,2048,1,17111.278,0,0
1,24,3072,1,26260.949,0,0
1,24,4096,1,35736.871,0,0
1,32,128,1,1437.477,0,0
1,32,256,1,2836.614,0,0
1,32,512,1,5598.697,0,0
1,32,768,1,8412.731,0,0
1,32,1024,1,11186.382,0,0
1,32,1536,1,16921.4,0,0
1,32,2048,1,22858.762,0,0
1,32,3072,1,34969.828,0,0
1,32,4096,1,47625.659,0,0
1,1,1,128,0,120.554,128
1,1,1,128,0,120.817,256
1,1,1,128,0,122.194,512
1,1,1,128,0,122.378,768
1,1,1,128,0,123.068,1024
1,1,1,128,0,124.563,1536
1,1,1,128,0,126.333,2048
1,1,1,128,0,129.648,3072
1,1,1,128,0,132.972,4096
1,2,1,128,0,131.473,128
1,2,1,128,0,132.625,256
1,2,1,128,0,132.491,512
1,2,1,128,0,134.232,768
1,2,1,128,0,136.137,1024
1,2,1,128,0,139.276,1536
1,2,1,128,0,142.946,2048
1,2,1,128,0,151.857,3072
1,2,1,128,0,164.657,4096
1,3,1,128,0,132.159,128
1,3,1,128,0,132.789,256
1,3,1,128,0,136.448,512
1,3,1,128,0,140.205,768
1,3,1,128,0,143.872,1024
1,3,1,128,0,152.0,1536
1,3,1,128,0,159.601,2048
1,3,1,128,0,179.264,3072
1,3,1,128,0,197.352,4096
1,4,1,128,0,132.491,128
1,4,1,128,0,133.335,256
1,4,1,128,0,137.322,512
1,4,1,128,0,141.68,768
1,4,1,128,0,146.021,1024
1,4,1,128,0,155.855,1536
1,4,1,128,0,166.604,2048
1,4,1,128,0,191.891,3072
1,4,1,128,0,212.482,4096
1,6,1,128,0,133.988,128
1,6,1,128,0,137.575,256
1,6,1,128,0,144.134,512
1,6,1,128,0,151.651,768
1,6,1,128,0,158.952,1024
1,6,1,128,0,176.561,1536
1,6,1,128,0,193.46,2048
1,6,1,128,0,226.738,3072
1,6,1,128,0,261.45,4096
1,8,1,128,0,135.126,128
1,8,1,128,0,139.466,256
1,8,1,128,0,148.169,512
1,8,1,128,0,157.561,768
1,8,1,128,0,168.928,1024
1,8,1,128,0,190.965,1536
1,8,1,128,0,213.026,2048
1,8,1,128,0,256.83,3072
1,8,1,128,0,300.928,4096
1,12,1,128,0,137.986,128
1,12,1,128,0,144.408,256
1,12,1,128,0,158.282,512
1,12,1,128,0,175.058,768
1,12,1,128,0,191.264,1024
1,12,1,128,0,223.957,1536
1,12,1,128,0,257.343,2048
1,12,1,128,0,323.805,3072
1,12,1,128,0,388.487,4096
1,16,1,128,0,140.897,128
1,16,1,128,0,149.408,256
1,16,1,128,0,170.277,512
1,16,1,128,0,191.556,768
1,16,1,128,0,213.578,1024
1,16,1,128,0,257.157,1536
1,16,1,128,0,302.111,2048
1,16,1,128,0,389.242,3072
1,16,1,128,0,474.669,4096
1,24,1,128,0,142.5,128
1,24,1,128,0,155.927,256
1,24,1,128,0,187.47,512
1,24,1,128,0,219.853,768
1,24,1,128,0,253.082,1024
1,24,1,128,0,319.378,1536
1,24,1,128,0,383.309,2048
1,24,1,128,0,510.053,3072
1,24,1,128,0,639.71,4096
1,32,1,128,0,147.555,128
1,32,1,128,0,167.452,256
1,32,1,128,0,210.086,512
1,32,1,128,0,253.843,768
1,32,1,128,0,298.467,1024
1,32,1,128,0,385.442,1536
1,32,1,128,0,470.439,2048
1,32,1,128,0,643.866,3072
1,32,1,128,0,815.653,4096
2,1,128,1,72.509,0,0
2,1,256,1,103.588,0,0
2,1,512,1,173.718,0,0
2,1,768,1,230.657,0,0
2,1,1024,1,298.641,0,0
2,1,1536,1,418.053,0,0
2,1,2048,1,546.406,0,0
2,1,3072,1,829.632,0,0
2,1,4096,1,1082.723,0,0
2,2,128,1,103.305,0,0
2,2,256,1,173.158,0,0
2,2,512,1,295.986,0,0
2,2,768,1,412.667,0,0
2,2,1024,1,536.908,0,0
2,2,1536,1,809.941,0,0
2,2,2048,1,1047.737,0,0
2,2,3072,1,1579.926,0,0
2,2,4096,1,2126.515,0,0
2,3,128,1,131.539,0,0
2,3,256,1,228.646,0,0
2,3,512,1,410.796,0,0
2,3,768,1,591.655,0,0
2,3,1024,1,802.946,0,0
2,3,1536,1,1173.484,0,0
2,3,2048,1,1554.066,0,0
2,3,3072,1,2358.901,0,0
2,3,4096,1,3168.797,0,0
2,4,128,1,172.725,0,0
2,4,256,1,294.712,0,0
2,4,512,1,532.104,0,0
2,4,768,1,799.652,0,0
2,4,1024,1,1030.052,0,0
2,4,1536,1,1541.682,0,0
2,4,2048,1,2059.251,0,0
2,4,3072,1,3119.205,0,0
2,4,4096,1,4208.776,0,0
2,6,128,1,228.462,0,0
2,6,256,1,409.006,0,0
2,6,512,1,796.62,0,0
2,6,768,1,1159.01,0,0
2,6,1024,1,1529.121,0,0
2,6,1536,1,2303.788,0,0
2,6,2048,1,3070.182,0,0
2,6,3072,1,4659.017,0,0
2,6,4096,1,6291.026,0,0
2,8,128,1,294.15,0,0
2,8,256,1,529.99,0,0
2,8,512,1,1021.521,0,0
2,8,768,1,1522.859,0,0
2,8,1024,1,2026.737,0,0
2,8,1536,1,3046.173,0,0
2,8,2048,1,4080.375,0,0
2,8,3072,1,6192.884,0,0
2,8,4096,1,8350.144,0,0
2,12,128,1,408.103,0,0
2,12,256,1,793.08,0,0
2,12,512,1,1516.773,0,0
2,12,768,1,2276.616,0,0
2,12,1024,1,3021.913,0,0
2,12,1536,1,4548.171,0,0
2,12,2048,1,6095.904,0,0
2,12,3072,1,9226.627,0,0
2,12,4096,1,12478.09,0,0
2,16,128,1,528.704,0,0
2,16,256,1,1017.882,0,0
2,16,512,1,2010.805,0,0
2,16,768,1,3009.815,0,0
2,16,1024,1,4016.482,0,0
2,16,1536,1,6049.42,0,0
2,16,2048,1,8090.814,0,0
2,16,3072,1,12281.983,0,0
2,16,4096,1,16610.869,0,0
2,24,128,1,791.775,0,0
2,24,256,1,1510.781,0,0
2,24,512,1,2997.171,0,0
2,24,768,1,4494.772,0,0
2,24,1024,1,6001.713,0,0
2,24,1536,1,9011.37,0,0
2,24,2048,1,12088.101,0,0
2,24,3072,1,18472.615,0,0
2,24,4096,1,24924.344,0,0
2,32,128,1,1015.524,0,0
2,32,256,1,2007.823,0,0
2,32,512,1,3985.515,0,0
2,32,768,1,5976.886,0,0
2,32,1024,1,7965.613,0,0
2,32,1536,1,11990.001,0,0
2,32,2048,1,16101.435,0,0
2,32,3072,1,24515.484,0,0
2,32,4096,1,33169.447,0,0
2,1,1,128,0,50.008,128
2,1,1,128,0,50.321,256
2,1,1,128,0,50.911,512
2,1,1,128,0,51.659,768
2,1,1,128,0,51.67,1024
2,1,1,128,0,52.425,1536
2,1,1,128,0,53.082,2048
2,1,1,128,0,54.737,3072
2,1,1,128,0,56.55,4096
2,2,1,128,0,58.079,128
2,2,1,128,0,58.64,256
2,2,1,128,0,59.742,512
2,2,1,128,0,60.853,768
2,2,1,128,0,61.832,1024
2,2,1,128,0,63.627,1536
2,2,1,128,0,65.46,2048
2,2,1,128,0,69.177,3072
2,2,1,128,0,72.774,4096
2,3,1,128,0,58.423,128
2,3,1,128,0,59.172,256
2,3,1,128,0,60.627,512
2,3,1,128,0,62.319,768
2,3,1,128,0,63.478,1024
2,3,1,128,0,66.192,1536
2,3,1,128,0,69.023,2048
2,3,1,128,0,75.493,3072
2,3,1,128,0,82.452,4096
2,4,1,128,0,58.86,128
2,4,1,128,0,60.191,256
2,4,1,128,0,62.222,512
2,4,1,128,0,63.997,768
2,4,1,128,0,65.867,1024
2,4,1,128,0,69.236,1536
2,4,1,128,0,72.984,2048
2,4,1,128,0,82.947,3072
2,4,1,128,0,95.782,4096
2,6,1,128,0,60.088,128
2,6,1,128,0,62.38,256
2,6,1,128,0,66.033,512
2,6,1,128,0,70.009,768
2,6,1,128,0,73.696,1024
2,6,1,128,0,81.823,1536
2,6,1,128,0,90.427,2048
2,6,1,128,0,110.65,3072
2,6,1,128,0,128.381,4096
2,8,1,128,0,60.898,128
2,8,1,128,0,63.317,256
2,8,1,128,0,67.623,512
2,8,1,128,0,72.022,768
2,8,1,128,0,76.639,1024
2,8,1,128,0,87.331,1536
2,8,1,128,0,98.518,2048
2,8,1,128,0,126.623,3072
2,8,1,128,0,144.075,4096
2,12,1,128,0,63.507,128
2,12,1,128,0,67.013,256
2,12,1,128,0,73.662,512
2,12,1,128,0,81.294,768
2,12,1,128,0,89.354,1024
2,12,1,128,0,107.398,1536
2,12,1,128,0,124.267,2048
2,12,1,128,0,158.293,3072
2,12,1,128,0,192.686,4096
2,16,1,128,0,65.354,128
2,16,1,128,0,69.496,256
2,16,1,128,0,78.436,512
2,16,1,128,0,88.941,768
2,16,1,128,0,100.772,1024
2,16,1,128,0,122.79,1536
2,16,1,128,0,144.736,2048
2,16,1,128,0,189.146,3072
2,16,1,128,0,234.22,4096
2,24,1,128,0,67.571,128
2,24,1,128,0,74.022,256
2,24,1,128,0,89.34,512
2,24,1,128,0,106.142,768
2,24,1,128,0,122.331,1024
2,24,1,128,0,155.258,1536
2,24,1,128,0,188.639,2048
2,24,1,128,0,255.024,3072
2,24,1,128,0,320.251,4096
2,32,1,128,0,71.11,128
2,32,1,128,0,79.972,256
2,32,1,128,0,101.341,512
2,32,1,128,0,123.226,768
2,32,1,128,0,145.177,1024
2,32,1,128,0,189.533,1536
2,32,1,128,0,234.112,2048
2,32,1,128,0,321.286,3072
2,32,1,128,0,406.827,4096
4,1,128,1,49.111,0,0
4,1,256,1,68.119,0,0
4,1,512,1,119.88,0,0
4,1,768,1,160.143,0,0
4,1,1024,1,216.512,0,0
4,1,1536,1,307.052,0,0
4,1,2048,1,397.902,0,0
4,1,3072,1,587.528,0,0
4,1,4096,1,767.643,0,0
4,2,128,1,67.339,0,0
4,2,256,1,118.514,0,0
4,2,512,1,214.657,0,0
4,2,768,1,303.347,0,0
4,2,1024,1,392.427,0,0
4,2,1536,1,576.115,0,0
4,2,2048,1,748.319,0,0
4,2,3072,1,1141.837,0,0
4,2,4096,1,1508.349,0,0
4,3,128,1,90.814,0,0
4,3,256,1,158.396,0,0
4,3,512,1,302.267,0,0
4,3,768,1,416.282,0,0
4,3,1024,1,572.408,0,0
4,3,1536,1,828.198,0,0
4,3,2048,1,1128.232,0,0
4,3,3072,1,1684.118,0,0
4,3,4096,1,2264.468,0,0
4,4,128,1,118.117,0,0
4,4,256,1,213.792,0,0
4,4,512,1,389.598,0,0
4,4,768,1,570.5,0,0
4,4,1024,1,738.592,0,0
4,4,1536,1,1121.518,0,0
4,4,2048,1,1473.334,0,0
4,4,3072,1,2239.401,0,0
4,4,4096,1,2983.478,0,0
4,6,128,1,158.047,0,0
4,6,256,1,301.312,0,0
4,6,512,1,568.737,0,0
4,6,768,1,820.385,0,0
4,6,1024,1,1114.778,0,0
4,6,1536,1,1655.034,0,0
4,6,2048,1,2213.399,0,0
4,6,3072,1,3335.491,0,0
4,6,4096,1,4453.908,0,0
4,8,128,1,213.34,0,0
4,8,256,1,388.434,0,0
4,8,512,1,733.968,0,0
4,8,768,1,1111.392,0,0
4,8,1024,1,1456.003,0,0
4,8,1536,1,2200.668,0,0
4,8,2048,1,2916.122,0,0
4,8,3072,1,4404.21,0,0
4,8,4096,1,5918.33,0,0
4,12,128,1,300.68,0,0
4,12,256,1,566.932,0,0
4,12,512,1,1108.007,0,0
4,12,768,1,1640.704,0,0
4,12,1024,1,2188.45,0,0
4,12,1536,1,3279.762,0,0
4,12,2048,1,4355.139,0,0
4,12,3072,1,6582.172,0,0
4,12,4096,1,8861.605,0,0
4,16,128,1,387.992,0,0
4,16,256,1,731.834,0,0
4,16,512,1,1447.58,0,0
4,16,768,1,2182.413,0,0
4,16,1024,1,2884.088,0,0
4,16,1536,1,4332.02,0,0
4,16,2048,1,5789.185,0,0
4,16,3072,1,8763.79,0,0
4,16,4096,1,11804.214,0,0
4,24,128,1,565.938,0,0
4,24,256,1,1104.906,0,0
4,24,512,1,2175.937,0,0
4,24,768,1,3252.184,0,0
4,24,1024,1,4307.888,0,0
4,24,1536,1,6473.147,0,0
4,24,2048,1,8667.513,0,0
4,24,3072,1,13101.857,0,0
4,24,4096,1,17633.3,0,0
4,32,128,1,730.542,0,0
4,32,256,1,1443.085,0,0
4,32,512,1,2867.424,0,0
4,32,768,1,4295.082,0,0
4,32,1024,1,5725.17,0,0
4,32,1536,1,8619.72,0,0
4,32,2048,1,11546.307,0,0
4,32,3072,1,17440.961,0,0
4,32,4096,1,23480.446,0,0
4,1,1,128,0,26.949,128
4,1,1,128,0,26.604,256
4,1,1,128,0,27.143,512
4,1,1,128,0,28.183,768
4,1,1,128,0,27.075,1024
4,1,1,128,0,28.469,1536
4,1,1,128,0,28.266,2048
4,1,1,128,0,27.635,3072
4,1,1,128,0,28.978,4096
4,2,1,128,0,30.313,128
4,2,1,128,0,30.331,256
4,2,1,128,0,31.028,512
4,2,1,128,0,30.831,768
4,2,1,128,0,31.58,1024
4,2,1,128,0,33.094,1536
4,2,1,128,0,33.773,2048
4,2,1,128,0,35.139,3072
4,2,1,128,0,36.239,4096
4,3,1,128,0,29.867,128
4,3,1,128,0,30.071,256
4,3,1,128,0,31.267,512
4,3,1,128,0,32.588,768
4,3,1,128,0,32.666,1024
4,3,1,128,0,33.569,1536
4,3,1,128,0,34.725,2048
4,3,1,128,0,37.417,3072
4,3,1,128,0,39.764,4096
4,4,1,128,0,29.7,128
4,4,1,128,0,30.585,256
4,4,1,128,0,32.027,512
4,4,1,128,0,32.08,768
4,4,1,128,0,34.018,1024
4,4,1,128,0,34.561,1536
4,4,1,128,0,36.445,2048
4,4,1,128,0,39.775,3072
4,4,1,128,0,43.694,4096
4,6,1,128,0,33.129,128
4,6,1,128,0,34.077,256
4,6,1,128,0,34.053,512
4,6,1,128,0,35.389,768
4,6,1,128,0,36.56,1024
4,6,1,128,0,39.115,1536
4,6,1,128,0,41.759,2048
4,6,1,128,0,47.829,3072
4,6,1,128,0,54.969,4096
4,8,1,128,0,34.067,128
4,8,1,128,0,35.35,256
4,8,1,128,0,37.085,512
4,8,1,128,0,38.818,768
4,8,1,128,0,40.82,1024
4,8,1,128,0,43.724,1536
4,8,1,128,0,47.293,2048
4,8,1,128,0,57.089,3072
4,8,1,128,0,70.177,4096
4,12,1,128,0,35.495,128
4,12,1,128,0,37.66,256
4,12,1,128,0,41.261,512
4,12,1,128,0,44.856,768
4,12,1,128,0,48.578,1024
4,12,1,128,0,56.49,1536
4,12,1,128,0,64.979,2048
4,12,1,128,0,85.521,3072
4,12,1,128,0,102.915,4096
4,16,1,128,0,37.196,128
4,16,1,128,0,38.776,256
4,16,1,128,0,42.891,512
4,16,1,128,0,47.33,768
4,16,1,128,0,51.522,1024
4,16,1,128,0,61.735,1536
4,16,1,128,0,72.596,2048
4,16,1,128,0,102.654,3072
4,16,1,128,0,119.154,4096
4,24,1,128,0,37.457,128
4,24,1,128,0,40.141,256
4,24,1,128,0,47.142,512
4,24,1,128,0,54.111,768
4,24,1,128,0,62.16,1024
4,24,1,128,0,79.882,1536
4,24,1,128,0,96.932,2048
4,24,1,128,0,130.012,3072
4,24,1,128,0,164.124,4096
4,32,1,128,0,36.618,128
4,32,1,128,0,40.718,256
4,32,1,128,0,49.301,512
4,32,1,128,0,59.549,768
4,32,1,128,0,70.902,1024
4,32,1,128,0,92.951,1536
4,32,1,128,0,115.076,2048
4,32,1,128,0,158.796,3072
4,32,1,128,0,203.205,4096
8,1,128,1,39.536,0,0
8,1,256,1,57.616,0,0
8,1,512,1,93.571,0,0
8,1,768,1,129.287,0,0
8,1,1024,1,162.808,0,0
8,1,1536,1,239.402,0,0
8,1,2048,1,321.262,0,0
8,1,3072,1,467.581,0,0
8,1,4096,1,617.536,0,0
8,2,128,1,57.328,0,0
8,2,256,1,92.834,0,0
8,2,512,1,161.93,0,0
8,2,768,1,237.385,0,0
8,2,1024,1,317.469,0,0
8,2,1536,1,460.941,0,0
8,2,2048,1,606.553,0,0
8,2,3072,1,902.738,0,0
8,2,4096,1,1218.501,0,0
8,3,128,1,71.864,0,0
8,3,256,1,127.735,0,0
8,3,512,1,236.873,0,0
8,3,768,1,343.96,0,0
8,3,1024,1,458.612,0,0
8,3,1536,1,681.7,0,0
8,3,2048,1,895.833,0,0
8,3,3072,1,1351.571,0,0
8,3,4096,1,1802.661,0,0
8,4,128,1,91.985,0,0
8,4,256,1,160.555,0,0
8,4,512,1,315.364,0,0
8,4,768,1,457.681,0,0
8,4,1024,1,600.982,0,0
8,4,1536,1,892.368,0,0
8,4,2048,1,1199.441,0,0
8,4,3072,1,1789.346,0,0
8,4,4096,1,2404.965,0,0
8,6,128,1,127.375,0,0
8,6,256,1,236.13,0,0
8,6,512,1,456.582,0,0
8,6,768,1,677.137,0,0
8,6,1024,1,888.413,0,0
8,6,1536,1,1336.168,0,0
8,6,2048,1,1775.872,0,0
8,6,3072,1,2682.976,0,0
8,6,4096,1,3593.709,0,0
8,8,128,1,160.297,0,0
8,8,256,1,314.698,0,0
8,8,512,1,598.563,0,0
8,8,768,1,886.557,0,0
8,8,1024,1,1190.602,0,0
8,8,1536,1,1768.677,0,0
8,8,2048,1,2370.076,0,0
8,8,3072,1,3568.36,0,0
8,8,4096,1,4777.877,0,0
8,12,128,1,235.838,0,0
8,12,256,1,455.49,0,0
8,12,512,1,884.945,0,0
8,12,768,1,1328.62,0,0
8,12,1024,1,1762.092,0,0
8,12,1536,1,2653.785,0,0
8,12,2048,1,3543.331,0,0
8,12,3072,1,5325.806,0,0
8,12,4096,1,7149.62,0,0
8,16,128,1,314.434,0,0
8,16,256,1,597.488,0,0
8,16,512,1,1186.154,0,0
8,16,768,1,1758.916,0,0
8,16,1024,1,2352.893,0,0
8,16,1536,1,3530.93,0,0
8,16,2048,1,4710.606,0,0
8,16,3072,1,7100.489,0,0
8,16,4096,1,9512.285,0,0
8,24,128,1,454.939,0,0
8,24,256,1,883.073,0,0
8,24,512,1,1755.001,0,0
8,24,768,1,2638.657,0,0
8,24,1024,1,3517.175,0,0
8,24,1536,1,5270.828,0,0
8,24,2048,1,7050.6,0,0
8,24,3072,1,10626.791,0,0
8,24,4096,1,14142.904,0,0
8,32,128,1,596.599,0,0
8,32,256,1,1183.48,0,0
8,32,512,1,2344.233,0,0
8,32,768,1,3511.339,0,0
8,32,1024,1,4678.339,0,0
8,32,1536,1,7026.962,0,0
8,32,2048,1,9381.371,0,0
8,32,3072,1,14044.925,0,0
8,32,4096,1,18845.87,0,0
8,1,1,128,0,29.081,128
8,1,1,128,0,29.296,256
8,1,1,128,0,30.046,512
8,1,1,128,0,29.407,768
8,1,1,128,0,28.547,1024
8,1,1,128,0,29.736,1536
8,1,1,128,0,29.311,2048
8,1,1,128,0,28.908,3072
8,1,1,128,0,29.158,4096
8,2,1,128,0,30.344,128
8,2,1,128,0,29.499,256
8,2,1,128,0,30.858,512
8,2,1,128,0,29.776,768
8,2,1,128,0,30.372,1024
8,2,1,128,0,30.615,1536
8,2,1,128,0,30.064,2048
8,2,1,128,0,30.653,3072
8,2,1,128,0,30.118,4096
8,3,1,128,0,30.192,128
8,3,1,128,0,30.25,256
8,3,1,128,0,30.413,512
8,3,1,128,0,29.483,768
8,3,1,128,0,30.532,1024
8,3,1,128,0,30.119,1536
8,3,1,128,0,30.696,2048
8,3,1,128,0,30.36,3072
8,3,1,128,0,29.872,4096
8,4,1,128,0,30.165,128
8,4,1,128,0,30.074,256
8,4,1,128,0,29.835,512
8,4,1,128,0,30.075,768
8,4,1,128,0,30.194,1024
8,4,1,128,0,30.036,1536
8,4,1,128,0,30.651,2048
8,4,1,128,0,30.039,3072
8,4,1,128,0,30.889,4096
8,6,1,128,0,30.992,128
8,6,1,128,0,29.958,256
8,6,1,128,0,30.153,512
8,6,1,128,0,30.625,768
8,6,1,128,0,29.962,1024
8,6,1,128,0,30.443,1536
8,6,1,128,0,30.328,2048
8,6,1,128,0,32.09,3072
8,6,1,128,0,34.048,4096
8,8,1,128,0,30.601,128
8,8,1,128,0,30.956,256
8,8,1,128,0,30.066,512
8,8,1,128,0,30.491,768
8,8,1,128,0,30.153,1024
8,8,1,128,0,30.131,1536
8,8,1,128,0,31.01,2048
8,8,1,128,0,33.17,3072
8,8,1,128,0,37.507,4096
8,12,1,128,0,30.893,128
8,12,1,128,0,30.212,256
8,12,1,128,0,30.308,512
8,12,1,128,0,30.865,768
8,12,1,128,0,30.377,1024
8,12,1,128,0,32.268,1536
8,12,1,128,0,34.459,2048
8,12,1,128,0,38.878,3072
8,12,1,128,0,46.425,4096
8,16,1,128,0,30.158,128
8,16,1,128,0,30.653,256
8,16,1,128,0,30.532,512
8,16,1,128,0,31.793,768
8,16,1,128,0,32.263,1024
8,16,1,128,0,34.297,1536
8,16,1,128,0,38.195,2048
8,16,1,128,0,47.796,3072
8,16,1,128,0,61.412,4096
8,24,1,128,0,30.659,128
8,24,1,128,0,30.647,256
8,24,1,128,0,31.523,512
8,24,1,128,0,35.49,768
8,24,1,128,0,38.725,1024
8,24,1,128,0,46.379,1536
8,24,1,128,0,54.703,2048
8,24,1,128,0,75.028,3072
8,24,1,128,0,92.608,4096
8,32,1,128,0,30.581,128
8,32,1,128,0,31.084,256
8,32,1,128,0,34.808,512
8,32,1,128,0,38.455,768
8,32,1,128,0,43.29,1024
8,32,1,128,0,54.66,1536
8,32,1,128,0,64.235,2048
8,32,1,128,0,87.705,3072
8,32,1,128,0,111.6,4096
